X Z U W THETA OMEGA
5.15845662640067e-06 -0.00294911801915252 2.01502113979136e-06 -0.00115199883934761 60 0
5.17862651568354e-06 -0.00296064925752331 2.01895672249268e-06 -0.00115424883480939 60 0
5.19883576079324e-06 -0.00297220299584868 2.02289230517498e-06 -0.00115649883026231 60 0
5.21908436172961e-06 -0.00298377923412853 2.02682788783829e-06 -0.00115874882570638 60 0
5.23937231849247e-06 -0.00299537797236277 2.03076347048261e-06 -0.00116099882114159 60 0
5.25969963108163e-06 -0.00300699921055133 2.03469905310795e-06 -0.00116324881656794 60 0
5.28006629949693e-06 -0.0030186429486941 2.03863463571434e-06 -0.00116549881198545 60 0
5.30047232373817e-06 -0.00303030918679101 2.04257021830178e-06 -0.00116774880739409 60 0
5.3209177038052e-06 -0.00304199792484195 2.04650580087029e-06 -0.00116999880279388 60 0
5.34140243969782e-06 -0.00305370916284685 2.05044138341988e-06 -0.00117224879818482 60 0
5.36192653141586e-06 -0.00306544290080562 2.05437696595057e-06 -0.0011744987935669 60 0
5.38248997895914e-06 -0.00307719913871816 2.05831254846236e-06 -0.00117674878894013 60 0
5.40309278232748e-06 -0.00308897787658439 2.06224813095527e-06 -0.0011789987843045 60 0
5.42373494152072e-06 -0.00310077911440422 2.06618371342932e-06 -0.00118124877966001 60 0
5.44441645653866e-06 -0.00311260285217756 2.07011929588452e-06 -0.00118349877500667 60 0
5.46513732738113e-06 -0.00312444908990433 2.07405487832087e-06 -0.00118574877034448 60 0
5.48589755404796e-06 -0.00313631782758442 2.0779904607384e-06 -0.00118799876567343 60 0
5.50669713653896e-06 -0.00314820906521776 2.08192604313712e-06 -0.00119024876099353 60 0
5.52753607485395e-06 -0.00316012280280426 2.08586162551704e-06 -0.00119249875630477 60 0
5.54841436899277e-06 -0.00317205904034383 2.08979720787817e-06 -0.00119474875160715 60 0
5.56933201895524e-06 -0.00318401777783637 2.09373279022053e-06 -0.00119699874690068 60 0
5.59028902474116e-06 -0.00319599901528181 2.09766837254413e-06 -0.00119924874218536 60 0
5.61128538635037e-06 -0.00320800275268005 2.10160395484899e-06 -0.00120149873746118 60 0
5.6323211037827e-06 -0.003220028990031 2.10553953713511e-06 -0.00120374873272815 60 0
5.65339617703795e-06 -0.00323207772733458 2.10947511940251e-06 -0.00120599872798626 60 0
5.67451060611596e-06 -0.0032441489645907 2.11341070165121e-06 -0.00120824872323551 60 0
5.69566439101654e-06 -0.00325624270179926 2.11734628388122e-06 -0.00121049871847591 60 0
5.71685753173952e-06 -0.00326835893896019 2.12128186609254e-06 -0.00121274871370746 60 0
5.73809002828472e-06 -0.00328049767607338 2.1252174482852e-06 -0.00121499870893015 60 0
5.75936188065197e-06 -0.00329265891313876 2.12915303045921e-06 -0.00121724870414398 60 0
5.78067308884108e-06 -0.00330484265015623 2.13308861261458e-06 -0.00121949869934896 60 0
5.80202365285187e-06 -0.00331704888712571 2.13702419475132e-06 -0.00122174869454509 60 0
5.82341357268418e-06 -0.0033292776240471 2.14095977686945e-06 -0.00122399868973236 60 0
5.84484284833782e-06 -0.00334152886092032 2.14489535896898e-06 -0.00122624868491077 60 0
5.86631147981261e-06 -0.00335380259774529 2.14883094104992e-06 -0.00122849868008033 60 0
5.88781946710838e-06 -0.0033660988345219 2.1527665231123e-06 -0.00123074867524104 60 0
5.90936681022495e-06 -0.00337841757125008 2.15670210515611e-06 -0.00123299867039289 60 0
5.93095350916214e-06 -0.00339075880792973 2.16063768718138e-06 -0.00123524866553588 60 0
5.95257956391977e-06 -0.00340312254456076 2.16457326918811e-06 -0.00123749866067002 60 0
5.97424497449767e-06 -0.0034155087811431 2.16850885117633e-06 -0.0012397486557953 60 0
5.99594974089565e-06 -0.00342791751767664 2.17244443314604e-06 -0.00124199865091173 60 0
6.01769386311355e-06 -0.0034403487541613 2.17638001509725e-06 -0.00124424864601931 60 0
6.03947734115118e-06 -0.00345280249059699 2.18031559702999e-06 -0.00124649864111803 60 0
6.06130017500836e-06 -0.00346527872698363 2.18425117894426e-06 -0.00124874863620789 60 0
6.08316236468492e-06 -0.00347777746332112 2.18818676084008e-06 -0.0012509986312889 60 0
6.10506391018068e-06 -0.00349029869960938 2.19212234271746e-06 -0.00125324862636106 60 0
6.12700481149546e-06 -0.00350284243584831 2.19605792457641e-06 -0.00125549862142435 60 0
6.14898506862908e-06 -0.00351540867203783 2.19999350641695e-06 -0.0012577486164788 60 0
6.17100468158137e-06 -0.00352799740817786 2.20392908823909e-06 -0.00125999861152439 60 0
6.19306365035215e-06 -0.00354060864426829 2.20786467004285e-06 -0.00126224860656112 60 0
6.21516197494123e-06 -0.00355324238030905 2.21180025182823e-06 -0.001264498601589 60 0
6.23729965534845e-06 -0.00356589861630004 2.21573583359525e-06 -0.00126674859660802 60 0
6.25947669157363e-06 -0.00357857735224118 2.21967141534393e-06 -0.00126899859161819 60 0
6.28169308361658e-06 -0.00359127858813237 2.22360699707427e-06 -0.00127124858661951 60 0
6.30394883147714e-06 -0.00360400232397354 2.2275425787863e-06 -0.00127349858161197 60 0
6.32624393515511e-06 -0.00361674855976458 2.23147816048002e-06 -0.00127574857659557 60 0
6.34857839465033e-06 -0.00362951729550542 2.23541374215544e-06 -0.00127799857157032 60 0
6.37095220996261e-06 -0.00364230853119596 2.23934932381259e-06 -0.00128024856653621 60 0
6.39336538109179e-06 -0.00365512226683611 2.24328490545147e-06 -0.00128249856149325 60 0
6.41581790803767e-06 -0.00366795850242579 2.2472204870721e-06 -0.00128474855644143 60 0
6.43830979080009e-06 -0.00368081723796491 2.25115606867449e-06 -0.00128699855138076 60 0
6.46084102937886e-06 -0.00369369847345338 2.25509165025865e-06 -0.00128924854631123 60 0
6.48341162377381e-06 -0.0037066022088911 2.2590272318246e-06 -0.00129149854123285 60 0
6.50602157398476e-06 -0.003719528444278 2.26296281337235e-06 -0.00129374853614562 60 0
6.52867088001154e-06 -0.00373247717961398 2.26689839490192e-06 -0.00129599853104952 60 0
6.55135954185396e-06 -0.00374544841489896 2.27083397641331e-06 -0.00129824852594458 60 0
6.57408755951184e-06 -0.00375844215013285 2.27476955790654e-06 -0.00130049852083077 60 0
6.59685493298501e-06 -0.00377145838531555 2.27870513938162e-06 -0.00130274851570812 60 0
6.6196616622733e-06 -0.00378449712044698 2.28264072083858e-06 -0.00130499851057661 60 0
6.64250774737652e-06 -0.00379755835552705 2.28657630227741e-06 -0.00130724850543624 60 0
6.66539318829449e-06 -0.00381064209055567 2.29051188369814e-06 -0.00130949850028702 60 0
6.68831798502704e-06 -0.00382374832553276 2.29444746510077e-06 -0.00131174849512894 60 0
6.71128213757399e-06 -0.00383687706045822 2.29838304648533e-06 -0.00131399848996201 60 0
6.73428564593517e-06 -0.00385002829533197 2.30231862785182e-06 -0.00131624848478622 60 0
6.75732851011039e-06 -0.00386320203015391 2.30625420920025e-06 -0.00131849847960158 60 0
6.78041073009948e-06 -0.00387639826492397 2.31018979053065e-06 -0.00132074847440808 60 0
6.80353230590226e-06 -0.00388961699964204 2.31412537184302e-06 -0.00132299846920573 60 0
6.82669323751854e-06 -0.00390285823430805 2.31806095313738e-06 -0.00132524846399452 60 0
6.84989352494817e-06 -0.0039161219689219 2.32199653441373e-06 -0.00132749845877446 60 0
6.87313316819095e-06 -0.00392940820348351 2.32593211567211e-06 -0.00132974845354554 60 0
6.8964121672467e-06 -0.00394271693799278 2.3298676969125e-06 -0.00133199844830777 60 0
6.91973052211526e-06 -0.00395604817244963 2.33380327813494e-06 -0.00133424844306114 60 0
6.94308823279645e-06 -0.00396940190685398 2.33773885933944e-06 -0.00133649843780566 60 0
6.96648529929007e-06 -0.00398277814120572 2.341674440526e-06 -0.00133874843254132 60 0
6.98992172159597e-06 -0.00399617687550477 2.34561002169464e-06 -0.00134099842726812 60 0
7.01339749971395e-06 -0.00400959810975105 2.34954560284537e-06 -0.00134324842198608 60 0
7.03691263364385e-06 -0.00402304184394446 2.35348118397821e-06 -0.00134549841669517 60 0
7.06046712338548e-06 -0.00403650807808492 2.35741676509317e-06 -0.00134774841139542 60 0
7.08406096893867e-06 -0.00404999681217234 2.36135234619027e-06 -0.0013499984060868 60 0
7.10769417030324e-06 -0.00406350804620663 2.36528792726951e-06 -0.00135224840076933 60 0
7.13136672747901e-06 -0.0040770417801877 2.36922350833092e-06 -0.00135449839544301 60 0
7.1550786404658e-06 -0.00409059801411546 2.37315908937449e-06 -0.00135674839010783 60 0
7.17882990926344e-06 -0.00410417674798982 2.37709467040026e-06 -0.0013589983847638 60 0
7.20262053387174e-06 -0.0041177779818107 2.38103025140822e-06 -0.00136124837941091 60 0
7.22645051429054e-06 -0.00413140171557801 2.3849658323984e-06 -0.00136349837404917 60 0
7.25031985051965e-06 -0.00414504794929166 2.3889014133708e-06 -0.00136574836867857 60 0
7.27422854255889e-06 -0.00415871668295155 2.39283699432545e-06 -0.00136799836329911 60 0
7.29817659040809e-06 -0.00417240791655761 2.39677257526234e-06 -0.00137024835791081 60 0
7.32216399406707e-06 -0.00418612165010974 2.40070815618151e-06 -0.00137249835251364 60 0
7.34619075353566e-06 -0.00419985788360785 2.40464373708296e-06 -0.00137474834710762 60 0
7.37025686881366e-06 -0.00421361661705186 2.4085793179667e-06 -0.00137699834169275 60 0
7.39436233990091e-06 -0.00422739785044167 2.41251489883274e-06 -0.00137924833626902 60 0
7.41850716679724e-06 -0.00424120158377721 2.41645047968111e-06 -0.00138149833083644 60 0
7.44269134950245e-06 -0.00425502781705837 2.42038606051181e-06 -0.001383748325395 60 0
7.46691488801637e-06 -0.00426887655028508 2.42432164132486e-06 -0.0013859983199447 60 0
7.49117778233883e-06 -0.00428274778345723 2.42825722212026e-06 -0.00138824831448555 60 0
7.51548003246965e-06 -0.00429664151657476 2.43219280289805e-06 -0.00139049830901755 60 0
7.53982163840865e-06 -0.00431055774963755 2.43612838365821e-06 -0.00139274830354069 60 0
7.56420260015565e-06 -0.00432449648264554 2.44006396440078e-06 -0.00139499829805498 60 0
7.58862291771047e-06 -0.00433845771559862 2.44399954512576e-06 -0.00139724829256041 60 0
7.61308259107294e-06 -0.00435244144849672 2.44793512583317e-06 -0.00139949828705698 60 0
7.63758162024288e-06 -0.00436644768133973 2.45187070652302e-06 -0.0014017482815447 60 0
7.66212000522012e-06 -0.00438047641412758 2.45580628719533e-06 -0.00140399827602357 60 0
7.68669774600446e-06 -0.00439452764686017 2.4597418678501e-06 -0.00140624827049358 60 0
7.71131484259574e-06 -0.00440860137953742 2.46367744848734e-06 -0.00140849826495474 60 0
7.73597129499378e-06 -0.00442269761215924 2.46761302910709e-06 -0.00141074825940704 60 0
7.7606671031984e-06 -0.00443681634472553 2.47154860970934e-06 -0.00141299825385048 60 0
7.78540226720942e-06 -0.00445095757723622 2.47548419029411e-06 -0.00141524824828507 60 0
7.81017678702666e-06 -0.0044651213096912 2.47941977086141e-06 -0.00141749824271081 60 0
7.83499066264996e-06 -0.0044793075420904 2.48335535141126e-06 -0.00141974823712769 60 0
7.85984389407912e-06 -0.00449351627443373 2.48729093194368e-06 -0.00142199823153571 60 0
7.88473648131397e-06 -0.00450774750672109 2.49122651245866e-06 -0.00142424822593488 60 0
7.90966842435434e-06 -0.00452200123895239 2.49516209295623e-06 -0.0014264982203252 60 0
7.93463972320005e-06 -0.00453627747112756 2.4990976734364e-06 -0.00142874821470666 60 0
7.95965037785091e-06 -0.0045505762032465 2.50303325389919e-06 -0.00143099820907926 60 0
7.98470038830676e-06 -0.00456489743530911 2.5069688343446e-06 -0.00143324820344301 60 0
8.0097897545674e-06 -0.00457924116731532 2.51090441477265e-06 -0.00143549819779791 60 0
8.03491847663268e-06 -0.00459360739926504 2.51483999518336e-06 -0.00143774819214395 60 0
8.06008655450239e-06 -0.00460799613115817 2.51877557557673e-06 -0.00143999818648113 60 0
8.08529398817638e-06 -0.00462240736299463 2.52271115595278e-06 -0.00144224818080946 60 0
8.11054077765446e-06 -0.00463684109477433 2.52664673631153e-06 -0.00144449817512893 60 0
8.13582692293646e-06 -0.00465129732649718 2.53058231665298e-06 -0.00144674816943955 60 0
8.16115242402219e-06 -0.00466577605816309 2.53451789697715e-06 -0.00144899816374132 60 0
8.18651728091148e-06 -0.00468027728977198 2.53845347728406e-06 -0.00145124815803423 60 0
8.21192149360416e-06 -0.00469480102132375 2.54238905757371e-06 -0.00145349815231828 60 0
8.23736506210003e-06 -0.00470934725281831 2.54632463784612e-06 -0.00145574814659348 60 0
8.26284798639894e-06 -0.00472391598425559 2.55026021810131e-06 -0.00145799814085983 60 0
8.28837026650069e-06 -0.00473850721563548 2.55419579833928e-06 -0.00146024813511731 60 0
8.31393190240511e-06 -0.0047531209469579 2.55813137856006e-06 -0.00146249812936595 60 0
8.33953289411202e-06 -0.00476775717822277 2.56206695876364e-06 -0.00146474812360573 60 0
8.36517324162125e-06 -0.00478241590942998 2.56600253895006e-06 -0.00146699811783665 60 0
8.39085294493261e-06 -0.00479709714057947 2.56993811911931e-06 -0.00146924811205872 60 0
8.41657200404593e-06 -0.00481180087167113 2.57387369927141e-06 -0.00147149810627193 60 0
8.44233041896104e-06 -0.00482652710270488 2.57780927940639e-06 -0.00147374810047629 60 0
8.46812818967775e-06 -0.00484127583368062 2.58174485952424e-06 -0.0014759980946718 60 0
8.49396531619588e-06 -0.00485604706459828 2.58568043962499e-06 -0.00147824808885845 60 0
8.51984179851527e-06 -0.00487084079545776 2.58961601970864e-06 -0.00148049808303624 60 0
8.54575763663572e-06 -0.00488565702625898 2.59355159977521e-06 -0.00148274807720518 60 0
8.57171283055707e-06 -0.00490049575700184 2.59748717982472e-06 -0.00148499807136526 60 0
8.59770738027913e-06 -0.00491535698768625 2.60142275985717e-06 -0.00148724806551649 60 0
8.62374128580173e-06 -0.00493024071831213 2.60535833987259e-06 -0.00148949805965886 60 0
8.64981454712469e-06 -0.0049451469488794 2.60929391987097e-06 -0.00149174805379238 60 0
8.67592716424784e-06 -0.00496007567938795 2.61322949985235e-06 -0.00149399804791705 60 0
8.70207913717098e-06 -0.00497502690983771 2.61716507981672e-06 -0.00149624804203285 60 0
8.72827046589395e-06 -0.00499000064022858 2.62110065976411e-06 -0.00149849803613981 60 0
8.75450115041658e-06 -0.00500499687056047 2.62503623969452e-06 -0.0015007480302379 60 0
8.78077119073867e-06 -0.00502001560083331 2.62897181960797e-06 -0.00150299802432715 60 0
8.80708058686006e-06 -0.00503505683104699 2.63290739950448e-06 -0.00150524801840754 60 0
8.83342933878056e-06 -0.00505012056120143 2.63684297938405e-06 -0.00150749801247907 60 0
8.8598174465e-06 -0.00506520679129654 2.6407785592467e-06 -0.00150974800654175 60 0
8.8862449100182e-06 -0.00508031552133223 2.64471413909245e-06 -0.00151199800059557 60 0
8.91271172933498e-06 -0.00509544675130842 2.6486497189213e-06 -0.00151424799464054 60 0
8.93921790445017e-06 -0.00511060048122501 2.65258529873327e-06 -0.00151649798867665 60 0
8.96576343536358e-06 -0.00512577671108192 2.65652087852838e-06 -0.00151874798270391 60 0
8.99234832207504e-06 -0.00514097544087906 2.66045645830663e-06 -0.00152099797672231 60 0
9.01897256458438e-06 -0.00515619667061634 2.66439203806804e-06 -0.00152324797073186 60 0
9.04563616289141e-06 -0.00517144040029367 2.66832761781263e-06 -0.00152549796473255 60 0
9.07233911699595e-06 -0.00518670662991096 2.6722631975404e-06 -0.00152774795872439 60 0
9.09908142689784e-06 -0.00520199535946812 2.67619877725137e-06 -0.00152999795270737 60 0
9.12586309259688e-06 -0.00521730658896508 2.68013435694556e-06 -0.0015322479466815 60 0
9.15268411409291e-06 -0.00523264031840172 2.68406993662297e-06 -0.00153449794064677 60 0
9.17954449138574e-06 -0.00524799654777798 2.68800551628362e-06 -0.00153674793460319 60 0
9.2064442244752e-06 -0.00526337527709376 2.69194109592752e-06 -0.00153899792855075 60 0
9.23338331336111e-06 -0.00527877650634897 2.69587667555469e-06 -0.00154124792248946 60 0
9.26036175804329e-06 -0.00529420023554352 2.69981225516514e-06 -0.00154349791641931 60 0
9.28737955852157e-06 -0.00530964646467732 2.70374783475889e-06 -0.00154574791034031 60 0
9.31443671479576e-06 -0.00532511519375029 2.70768341433594e-06 -0.00154799790425245 60 0
9.34153322686569e-06 -0.00534060642276234 2.71161899389631e-06 -0.00155024789815574 60 0
9.36866909473118e-06 -0.00535612015171338 2.71555457344001e-06 -0.00155249789205017 60 0
9.39584431839206e-06 -0.00537165638060331 2.71949015296706e-06 -0.00155474788593575 60 0
9.42305889784814e-06 -0.00538721510943206 2.72342573247747e-06 -0.00155699787981247 60 0
9.45031283309924e-06 -0.00540279633819953 2.72736131197125e-06 -0.00155924787368033 60 0
9.47760612414521e-06 -0.00541840006690564 2.73129689144842e-06 -0.00156149786753935 60 0
9.50493877098584e-06 -0.00543402629555029 2.73523247090899e-06 -0.0015637478613895 60 0
9.53231077362096e-06 -0.0054496750241334 2.73916805035297e-06 -0.0015659978552308 60 0
9.55972213205041e-06 -0.00546534625265487 2.74310362978038e-06 -0.00156824784906325 60 0
9.58717284627399e-06 -0.00548103998111463 2.74703920919123e-06 -0.00157049784288684 60 0
9.61466291629153e-06 -0.00549675620951258 2.75097478858553e-06 -0.00157274783670158 60 0
9.64219234210286e-06 -0.00551249493784863 2.75491036796329e-06 -0.00157499783050746 60 0
9.66976112370779e-06 -0.0055282561661227 2.75884594732454e-06 -0.00157724782430449 60 0
9.69736926110615e-06 -0.00554403989433469 2.76278152666928e-06 -0.00157949781809266 60 0
9.72501675429777e-06 -0.00555984612248452 2.76671710599753e-06 -0.00158174781187198 60 0
9.75270360328245e-06 -0.0055756748505721 2.77065268530929e-06 -0.00158399780564244 60 0
9.78042980806003e-06 -0.00559152607859734 2.77458826460459e-06 -0.00158624779940404 60 0
9.80819536863033e-06 -0.00560739980656015 2.77852384388344e-06 -0.00158849779315679 60 0
9.83600028499317e-06 -0.00562329603446045 2.78245942314584e-06 -0.00159074778690069 60 0
9.86384455714837e-06 -0.00563921476229814 2.78639500239182e-06 -0.00159299778063573 60 0
9.89172818509575e-06 -0.00565515599007313 2.79033058162138e-06 -0.00159524777436192 60 0
9.91965116883514e-06 -0.00567111971778535 2.79426616083455e-06 -0.00159749776807925 60 0
9.94761350836636e-06 -0.00568710594543469 2.79820174003133e-06 -0.00159974776178772 60 0
9.97561520368923e-06 -0.00570311467302107 2.80213731921173e-06 -0.00160199775548734 60 0
1.00036562548036e-05 -0.0057191459005444 2.80607289837577e-06 -0.00160424774917811 60 0
1.00317366617092e-05 -0.0057351996280046 2.81000847752347e-06 -0.00160649774286002 60 0
1.0059856424406e-05 -0.00575127585540158 2.81394405665483e-06 -0.00160874773653308 60 0
1.00880155428937e-05 -0.00576737458273523 2.81787963576987e-06 -0.00161099773019728 60 0
1.01162140171721e-05 -0.00578349581000549 2.82181521486861e-06 -0.00161324772385262 60 0
1.01444518472412e-05 -0.00579963953721226 2.82575079395105e-06 -0.00161549771749911 60 0
1.01727290331006e-05 -0.00581580576435544 2.82968637301721e-06 -0.00161774771113675 60 0
1.02010455747503e-05 -0.00583199449143496 2.8336219520671e-06 -0.00161999770476553 60 0
1.022940147219e-05 -0.00584820571845072 2.83755753110074e-06 -0.00162224769838545 60 0
1.02577967254196e-05 -0.00586443944540264 2.84149311011814e-06 -0.00162449769199653 60 0
1.02862313344389e-05 -0.00588069567229062 2.84542868911931e-06 -0.00162674768559874 60 0
1.03147052992478e-05 -0.00589697439911459 2.84936426810427e-06 -0.0016289976791921 60 0
1.03432186198459e-05 -0.00591327562587444 2.85329984707303e-06 -0.00163124767277661 60 0
1.03717712962332e-05 -0.00592959935257009 2.8572354260256e-06 -0.00163349766635226 60 0
1.04003633284095e-05 -0.00594594557920145 2.861171004962e-06 -0.00163574765991905 60 0
1.04289947163747e-05 -0.00596231430576844 2.86510658388223e-06 -0.00163799765347699 60 0
1.04576654601284e-05 -0.00597870553227096 2.86904216278632e-06 -0.00164024764702608 60 0
1.04863755596706e-05 -0.00599511925870893 2.87297774167428e-06 -0.00164249764056631 60 0
1.05151250150011e-05 -0.00601155548508226 2.87691332054611e-06 -0.00164474763409768 60 0
1.05439138261196e-05 -0.00602801421139085 2.88084889940184e-06 -0.0016469976276202 60 0
1.05727419930261e-05 -0.00604449543763463 2.88478447824147e-06 -0.00164924762113387 60 0
1.06016095157203e-05 -0.0060609991638135 2.88872005706503e-06 -0.00165149761463868 60 0
1.06305163942021e-05 -0.00607752538992738 2.89265563587251e-06 -0.00165374760813463 60 0
1.06594626284713e-05 -0.00609407411597616 2.89659121466395e-06 -0.00165599760162173 60 0
1.06884482185277e-05 -0.00611064534195978 2.90052679343934e-06 -0.00165824759509997 60 0
1.07174731643711e-05 -0.00612723906787813 2.9044623721987e-06 -0.00166049758856936 60 0
1.07465374660014e-05 -0.00614385529373114 2.90839795094205e-06 -0.0016627475820299 60 0
1.07756411234183e-05 -0.0061604940195187 2.9123335296694e-06 -0.00166499757548158 60 0
1.08047841366218e-05 -0.00617715524524074 2.91626910838077e-06 -0.0016672475689244 60 0
1.08339665056115e-05 -0.00619383897089716 2.92020468707616e-06 -0.00166949756235837 60 0
1.08631882303874e-05 -0.00621054519648788 2.92414026575559e-06 -0.00167174755578349 60 0
1.08924493109493e-05 -0.0062272739220128 2.92807584441907e-06 -0.00167399754919974 60 0
1.09217497472969e-05 -0.00624402514747184 2.93201142306661e-06 -0.00167624754260715 60 0
1.09510895394302e-05 -0.00626079887286491 2.93594700169824e-06 -0.0016784975360057 60 0
1.09804686873488e-05 -0.00627759509819193 2.93988258031396e-06 -0.00168074752939539 60 0
1.10098871910528e-05 -0.00629441382345279 2.94381815891379e-06 -0.00168299752277623 60 0
1.10393450505418e-05 -0.00631125504864742 2.94775373749773e-06 -0.00168524751614821 60 0
1.10688422658157e-05 -0.00632811877377573 2.95168931606581e-06 -0.00168749750951134 60 0
1.10983788368743e-05 -0.00634500499883762 2.95562489461803e-06 -0.00168974750286562 60 0
1.11279547637175e-05 -0.00636191372383301 2.95956047315442e-06 -0.00169199749621104 60 0
1.11575700463451e-05 -0.00637884494876181 2.96349605167497e-06 -0.0016942474895476 60 0
1.11872246847568e-05 -0.00639579867362393 2.96743163017971e-06 -0.00169649748287531 60 0
1.12169186789525e-05 -0.00641277489841929 2.97136720866866e-06 -0.00169874747619416 60 0
1.12466520289321e-05 -0.00642977362314779 2.97530278714181e-06 -0.00170099746950416 60 0
1.12764247346953e-05 -0.00644679484780934 2.97923836559919e-06 -0.0017032474628053 60 0
1.1306236796242e-05 -0.00646383857240386 2.98317394404081e-06 -0.00170549745609759 60 0
1.13360882135721e-05 -0.00648090479693126 2.98710952246668e-06 -0.00170774744938103 60 0
1.13659789866855e-05 -0.00649799352139145 2.99104510087682e-06 -0.0017099974426556 60 0
1.1395909115582e-05 -0.00651510474578434 2.99498067927124e-06 -0.00171224743592133 60 0
1.14258786002614e-05 -0.00653223847010985 2.99891625764995e-06 -0.0017144974291782 60 0
1.14558874407236e-05 -0.00654939469436788 3.00285183601296e-06 -0.00171674742242621 60 0
1.14859356369686e-05 -0.00656657341855835 3.0067874143603e-06 -0.00171899741566537 60 0
1.1516023188996e-05 -0.00658377464268116 3.01072299269196e-06 -0.00172124740889567 60 0
1.15461500968059e-05 -0.00660099836673623 3.01465857100798e-06 -0.00172349740211712 60 0
1.15763163603981e-05 -0.00661824459072347 3.01859414930835e-06 -0.00172574739532971 60 0
1.16065219797724e-05 -0.00663551331464279 3.0225297275931e-06 -0.00172799738853345 60 0
1.16367669549288e-05 -0.00665280453849411 3.02646530586223e-06 -0.00173024738172833 60 0
1.16670512858669e-05 -0.00667011826227733 3.03040088411576e-06 -0.00173249737491436 60 0
1.16973749725868e-05 -0.00668745448599237 3.0343364623537e-06 -0.00173474736809153 60 0
1.17277380150883e-05 -0.00670481320963913 3.03827204057607e-06 -0.00173699736125985 60 0
1.17581404133713e-05 -0.00672219443321753 3.04220761878288e-06 -0.00173924735441931 60 0
1.17885821674355e-05 -0.00673959815672749 3.04614319697414e-06 -0.00174149734756992 60 0
1.18190632772809e-05 -0.0067570243801689 3.05007877514987e-06 -0.00174374734071167 60 0
1.18495837429074e-05 -0.00677447310354169 3.05401435331007e-06 -0.00174599733384457 60 0
1.18801435643147e-05 -0.00679194432684576 3.05794993145477e-06 -0.00174824732696861 60 0
1.19107427415029e-05 -0.00680943805008103 3.06188550958398e-06 -0.0017504973200838 60 0
1.19413812744716e-05 -0.00682695427324741 3.0658210876977e-06 -0.00175274731319013 60 0
1.19720591632208e-05 -0.00684449299634481 3.06975666579596e-06 -0.00175499730628761 60 0
1.20027764077504e-05 -0.00686205421937313 3.07369224387876e-06 -0.00175724729937623 60 0
1.20335330080602e-05 -0.0068796379423323 3.07762782194612e-06 -0.001759497292456 60 0
1.206432896415e-05 -0.00689724416522222 3.08156339999805e-06 -0.00176174728552691 60 0
1.20951642760198e-05 -0.00691487288804281 3.08549897803457e-06 -0.00176399727858897 60 0
1.21260389436694e-05 -0.00693252411079397 3.08943455605569e-06 -0.00176624727164217 60 0
1.21569529670986e-05 -0.00695019783347562 3.09337013406142e-06 -0.00176849726468652 60 0
1.21879063463074e-05 -0.00696789405608767 3.09730571205178e-06 -0.00177074725772201 60 0
1.22188990812956e-05 -0.00698561277863003 3.10124129002677e-06 -0.00177299725074865 60 0
1.22499311720629e-05 -0.00700335400110262 3.10517686798642e-06 -0.00177524724376643 60 0
1.22810026186094e-05 -0.00702111772350533 3.10911244593074e-06 -0.00177749723677536 60 0
1.23121134209349e-05 -0.00703890394583809 3.11304802385973e-06 -0.00177974722977543 60 0
1.23432635790392e-05 -0.00705671266810081 3.11698360177341e-06 -0.00178199722276665 60 0
1.23744530929222e-05 -0.0070745438902934 3.12091917967181e-06 -0.00178424721574901 60 0
1.24056819625838e-05 -0.00709239761241576 3.12485475755492e-06 -0.00178649720872252 60 0
1.24369501880237e-05 -0.00711027383446782 3.12879033542276e-06 -0.00178874720168717 60 0
1.2468257769242e-05 -0.00712817255644947 3.13272591327535e-06 -0.00179099719464296 60 0
1.24996047062384e-05 -0.00714609377836064 3.1366614911127e-06 -0.0017932471875899 60 0
1.25309909990128e-05 -0.00716403750020124 3.14059706893482e-06 -0.00179549718052799 60 0
1.2562416647565e-05 -0.00718200372197117 3.14453264674172e-06 -0.00179774717345722 60 0
1.2593881651895e-05 -0.00719999244367036 3.14846822453343e-06 -0.0017999971663776 60 0
1.26253860120026e-05 -0.0072180036652987 3.15240380230994e-06 -0.00180224715928912 60 0
1.26569297278877e-05 -0.00723603738685611 3.15633938007129e-06 -0.00180449715219179 60 0
1.268851279955e-05 -0.0072540936083425 3.16027495781747e-06 -0.0018067471450856 60 0
1.27201352269896e-05 -0.00727217232975779 3.1642105355485e-06 -0.00180899713797055 60 0
1.27517970102061e-05 -0.00729027355110188 3.1681461132644e-06 -0.00181124713084666 60 0
1.27834981491996e-05 -0.00730839727237469 3.17208169096518e-06 -0.0018134971237139 60 0
1.28152386439699e-05 -0.00732654349357613 3.17601726865085e-06 -0.00181574711657229 60 0
1.28470184945167e-05 -0.00734471221470611 3.17995284632143e-06 -0.00181799710942183 60 0
1.28788377008401e-05 -0.00736290343576454 3.18388842397693e-06 -0.00182024710226251 60 0
1.29106962629398e-05 -0.00738111715675133 3.18782400161735e-06 -0.00182249709509434 60 0
1.29425941808157e-05 -0.00739935337766639 3.19175957924273e-06 -0.00182474708791731 60 0
1.29745314544678e-05 -0.00741761209850965 3.19569515685306e-06 -0.00182699708073142 60 0
1.30065080838957e-05 -0.00743589331928099 3.19963073444837e-06 -0.00182924707353668 60 0
1.30385240690995e-05 -0.00745419703998035 3.20356631202866e-06 -0.00183149706633309 60 0
1.30705794100789e-05 -0.00747252326060762 3.20750188959395e-06 -0.00183374705912064 60 0
