X Z U W THETA OMEGA
3.7041406162551e-05 -0.0211767818843822 5.39961664814125e-06 -0.0030869916656848 60 0
3.70954220068749e-05 -0.0212076630509783 5.40355221941435e-06 -0.00308924165353123 60 0
3.71494772069108e-05 -0.0212385667174528 5.4074877906799e-06 -0.00309149164136881 60 0
3.72035717626587e-05 -0.0212694928838057 5.41142336193791e-06 -0.00309374162919753 60 0
3.72577056741185e-05 -0.0213004415500368 5.4153589331884e-06 -0.0030959916170174 60 0
3.73118789412901e-05 -0.021331412716146 5.41929450443138e-06 -0.00309824160482841 60 0
3.73660915641735e-05 -0.0213624063821333 5.42323007566685e-06 -0.00310049159263056 60 0
3.74203435427686e-05 -0.0213934225479986 5.42716564689485e-06 -0.00310274158042386 60 0
3.74746348770754e-05 -0.0214244612137417 5.43110121811537e-06 -0.00310499156820831 60 0
3.75289655670939e-05 -0.0214555223793627 5.43503678932843e-06 -0.0031072415559839 60 0
3.75833356128238e-05 -0.0214866060448614 5.43897236053405e-06 -0.00310949154375064 60 0
3.76377450142653e-05 -0.0215177122102377 5.44290793173223e-06 -0.00311174153150852 60 0
3.76921937714182e-05 -0.0215488408754915 5.446843502923e-06 -0.00311399151925754 60 0
3.77466818842824e-05 -0.0215799920406228 5.45077907410636e-06 -0.00311624150699771 60 0
3.7801209352858e-05 -0.0216111657056315 5.45471464528233e-06 -0.00311849149472903 60 0
3.78557761771449e-05 -0.0216423618705174 5.45865021645092e-06 -0.00312074148245149 60 0
3.7910382357143e-05 -0.0216735805352805 5.46258578761215e-06 -0.00312299147016509 60 0
3.79650278928522e-05 -0.0217048216999206 5.46652135876602e-06 -0.00312524145786984 60 0
3.80197127842725e-05 -0.0217360853644378 5.47045692991256e-06 -0.00312749144556574 60 0
3.80744370314038e-05 -0.0217673715288319 5.47439250105177e-06 -0.00312974143325278 60 0
3.81292006342461e-05 -0.0217986801931028 5.47832807218367e-06 -0.00313199142093096 60 0
3.81840035927993e-05 -0.0218300113572505 5.48226364330827e-06 -0.00313424140860029 60 0
3.82388459070634e-05 -0.0218613650212748 5.48619921442559e-06 -0.00313649139626077 60 0
3.82937275770383e-05 -0.0218927411851757 5.49013478553564e-06 -0.00313874138391239 60 0
3.83486486027239e-05 -0.021924139848953 5.49407035663842e-06 -0.00314099137155515 60 0
3.84036089841202e-05 -0.0219555610126068 5.49800592773396e-06 -0.00314324135918906 60 0
3.84586087212272e-05 -0.0219870046761368 5.50194149882227e-06 -0.00314549134681412 60 0
3.85136478140447e-05 -0.022018470839543 5.50587706990336e-06 -0.00314774133443032 60 0
3.85687262625727e-05 -0.0220499595028254 5.50981264097725e-06 -0.00314999132203766 60 0
3.86238440668111e-05 -0.0220814706659837 5.51374821204394e-06 -0.00315224130963615 60 0
3.867900122676e-05 -0.0221130043290181 5.51768378310346e-06 -0.00315449129722579 60 0
3.87341977424192e-05 -0.0221445604919282 5.52161935415581e-06 -0.00315674128480657 60 0
3.87894336137887e-05 -0.0221761391547142 5.52555492520101e-06 -0.00315899127237849 60 0
3.88447088408684e-05 -0.0222077403173758 5.52949049623907e-06 -0.00316124125994156 60 0
3.89000234236583e-05 -0.022239363979913 5.53342606727e-06 -0.00316349124749577 60 0
3.89553773621583e-05 -0.0222710101423257 5.53736163829383e-06 -0.00316574123504113 60 0
3.90107706563683e-05 -0.0223026788046138 5.54129720931055e-06 -0.00316799122257764 60 0
3.90662033062883e-05 -0.0223343699667772 5.54523278032019e-06 -0.00317024121010529 60 0
3.91216753119183e-05 -0.0223660836288158 5.54916835132276e-06 -0.00317249119762408 60 0
3.91771866732581e-05 -0.0223978197907296 5.55310392231827e-06 -0.00317474118513402 60 0
3.92327373903078e-05 -0.0224295784525185 5.55703949330673e-06 -0.0031769911726351 60 0
3.92883274630672e-05 -0.0224613596141823 5.56097506428816e-06 -0.00317924116012733 60 0
3.93439568915363e-05 -0.022493163275721 5.56491063526258e-06 -0.0031814911476107 60 0
3.9399625675715e-05 -0.0225249894371345 5.56884620622999e-06 -0.00318374113508522 60 0
3.94553338156034e-05 -0.0225568380984227 5.5727817771904e-06 -0.00318599112255089 60 0
3.95110813112013e-05 -0.0225887092595855 5.57671734814384e-06 -0.0031882411100077 60 0
3.95668681625086e-05 -0.0226206029206228 5.58065291909031e-06 -0.00319049109745565 60 0
3.96226943695254e-05 -0.0226525190815346 5.58458849002983e-06 -0.00319274108489475 60 0
3.96785599322515e-05 -0.0226844577423207 5.58852406096242e-06 -0.00319499107232499 60 0
3.97344648506869e-05 -0.022716418902981 5.59245963188807e-06 -0.00319724105974638 60 0
3.97904091248316e-05 -0.0227484025635156 5.59639520280682e-06 -0.00319949104715891 60 0
3.98463927546854e-05 -0.0227804087239242 5.60033077371866e-06 -0.00320174103456259 60 0
3.99024157402484e-05 -0.0228124373842068 5.60426634462362e-06 -0.00320399102195741 60 0
3.99584780815204e-05 -0.0228444885443633 5.60820191552171e-06 -0.00320624100934338 60 0
4.00145797785014e-05 -0.0228765622043936 5.61213748641294e-06 -0.00320849099672049 60 0
4.00707208311914e-05 -0.0229086583642977 5.61607305729733e-06 -0.00321074098408875 60 0
4.01269012395903e-05 -0.0229407770240754 5.62000862817488e-06 -0.00321299097144815 60 0
4.0183121003698e-05 -0.0229729181837266 5.62394419904562e-06 -0.0032152409587987 60 0
4.02393801235145e-05 -0.0230050818432513 5.62787976990954e-06 -0.0032174909461404 60 0
4.02956785990397e-05 -0.0230372680026494 5.63181534076668e-06 -0.00321974093347323 60 0
4.03520164302736e-05 -0.0230694766619207 5.63575091161704e-06 -0.00322199092079722 60 0
4.04083936172161e-05 -0.0231017078210653 5.63968648246063e-06 -0.00322424090811234 60 0
4.04648101598671e-05 -0.023133961480083 5.64362205329747e-06 -0.00322649089541861 60 0
4.05212660582266e-05 -0.0231662376389736 5.64755762412757e-06 -0.00322874088271603 60 0
4.05777613122946e-05 -0.0231985362977372 5.65149319495095e-06 -0.00323099087000459 60 0
4.06342959220709e-05 -0.0232308574563737 5.65542876576762e-06 -0.0032332408572843 60 0
4.06908698875555e-05 -0.0232632011148829 5.65936433657758e-06 -0.00323549084455515 60 0
4.07474832087484e-05 -0.0232955672732648 5.66329990738086e-06 -0.00323774083181715 60 0
4.08041358856495e-05 -0.0233279559315192 5.66723547817747e-06 -0.00323999081907029 60 0
4.08608279182588e-05 -0.0233603670896462 5.67117104896742e-06 -0.00324224080631458 60 0
4.09175593065761e-05 -0.0233928007476455 5.67510661975073e-06 -0.00324449079355001 60 0
4.09743300506015e-05 -0.0234252569055171 5.6790421905274e-06 -0.00324674078077659 60 0
4.10311401503348e-05 -0.023457735563261 5.68297776129745e-06 -0.00324899076799431 60 0
4.1087989605776e-05 -0.023490236720877 5.6869133320609e-06 -0.00325124075520318 60 0
4.11448784169251e-05 -0.023522760378365 5.69084890281776e-06 -0.00325349074240319 60 0
4.1201806583782e-05 -0.023555306535725 5.69478447356803e-06 -0.00325574072959435 60 0
4.12587741063466e-05 -0.0235878751929569 5.69872004431174e-06 -0.00325799071677665 60 0
4.13157809846189e-05 -0.0236204663500605 5.7026556150489e-06 -0.00326024070395009 60 0
4.13728272185988e-05 -0.0236530800070358 5.70659118577952e-06 -0.00326249069111469 60 0
4.14299128082863e-05 -0.0236857161638828 5.71052675650362e-06 -0.00326474067827042 60 0
4.14870377536813e-05 -0.0237183748206012 5.7144623272212e-06 -0.0032669906654173 60 0
4.15442020547837e-05 -0.0237510559771911 5.71839789793229e-06 -0.00326924065255533 60 0
4.16014057115935e-05 -0.0237837596336523 5.72233346863689e-06 -0.0032714906396845 60 0
4.16586487241107e-05 -0.0238164857899848 5.72626903933501e-06 -0.00327374062680482 60 0
4.17159310923352e-05 -0.0238492344461884 5.73020461002668e-06 -0.00327599061391628 60 0
4.17732528162668e-05 -0.023882005602263 5.7341401807119e-06 -0.00327824060101888 60 0
4.18306138959056e-05 -0.0239147992582087 5.73807575139069e-06 -0.00328049058811263 60 0
4.18880143312515e-05 -0.0239476154140253 5.74201132206306e-06 -0.00328274057519753 60 0
4.19454541223045e-05 -0.0239804540697126 5.74594689272903e-06 -0.00328499056227357 60 0
4.20029332690644e-05 -0.0240133152252707 5.7498824633886e-06 -0.00328724054934076 60 0
4.20604517715313e-05 -0.0240461988806994 5.7538180340418e-06 -0.00328949053639909 60 0
4.21180096297051e-05 -0.0240791050359987 5.75775360468863e-06 -0.00329174052344856 60 0
4.21756068435856e-05 -0.0241120336911684 5.7616891753291e-06 -0.00329399051048918 60 0
4.2233243413173e-05 -0.0241449848462084 5.76562474596324e-06 -0.00329624049752095 60 0
4.2290919338467e-05 -0.0241779585011187 5.76956031659105e-06 -0.00329849048454386 60 0
4.23486346194676e-05 -0.0242109546558993 5.77349588721255e-06 -0.00330074047155792 60 0
4.24063892561749e-05 -0.0242439733105499 5.77743145782775e-06 -0.00330299045856312 60 0
4.24641832485886e-05 -0.0242770144650705 5.78136702843667e-06 -0.00330524044555946 60 0
4.25220165967088e-05 -0.024310078119461 5.78530259903931e-06 -0.00330749043254695 60 0
4.25798893005355e-05 -0.0243431642737214 5.78923816963569e-06 -0.00330974041952559 60 0
4.26378013600685e-05 -0.0243762729278515 5.79317374022583e-06 -0.00331199040649537 60 0
4.26957527753077e-05 -0.0244094040818513 5.79710931080974e-06 -0.00331424039345629 60 0
4.27537435462532e-05 -0.0244425577357206 5.80104488138742e-06 -0.00331649038040836 60 0
4.28117736729049e-05 -0.0244757338894594 5.80498045195891e-06 -0.00331874036735158 60 0
4.28698431552627e-05 -0.0245089325430676 5.8089160225242e-06 -0.00332099035428594 60 0
4.29279519933266e-05 -0.0245421536965451 5.8128515930833e-06 -0.00332324034121144 60 0
4.29861001870965e-05 -0.0245753973498918 5.81678716363625e-06 -0.00332549032812809 60 0
4.30442877365723e-05 -0.0246086635031076 5.82072273418304e-06 -0.00332774031503588 60 0
4.3102514641754e-05 -0.0246419521561925 5.82465830472369e-06 -0.00332999030193482 60 0
4.31607809026416e-05 -0.0246752633091463 5.82859387525822e-06 -0.00333224028882491 60 0
4.32190865192349e-05 -0.024708596961969 5.83252944578664e-06 -0.00333449027570614 60 0
4.32774314915339e-05 -0.0247419531146604 5.83646501630895e-06 -0.00333674026257851 60 0
4.33358158195386e-05 -0.0247753317672205 5.84040058682518e-06 -0.00333899024944203 60 0
4.33942395032489e-05 -0.0248087329196492 5.84433615733534e-06 -0.00334124023629669 60 0
4.34527025426647e-05 -0.0248421565719464 5.84827172783944e-06 -0.0033434902231425 60 0
4.3511204937786e-05 -0.024875602724112 5.85220729833749e-06 -0.00334574020997946 60 0
4.35697466886128e-05 -0.024909071376146 5.85614286882951e-06 -0.00334799019680756 60 0
4.36283277951449e-05 -0.0249425625280481 5.86007843931551e-06 -0.0033502401836268 60 0
4.36869482573823e-05 -0.0249760761798185 5.86401400979551e-06 -0.00335249017043719 60 0
4.37456080753249e-05 -0.0250096123314569 5.86794958026951e-06 -0.00335474015723872 60 0
4.38043072489728e-05 -0.0250431709829632 5.87188515073754e-06 -0.0033569901440314 60 0
4.38630457783258e-05 -0.0250767521343375 5.87582072119959e-06 -0.00335924013081523 60 0
4.39218236633839e-05 -0.0251103557855795 5.8797562916557e-06 -0.00336149011759019 60 0
4.3980640904147e-05 -0.0251439819366892 5.88369186210587e-06 -0.00336374010435631 60 0
4.4039497500615e-05 -0.0251776305876666 5.88762743255011e-06 -0.00336599009111357 60 0
4.4098393452788e-05 -0.0252113017385115 5.89156300298844e-06 -0.00336824007786197 60 0
4.41573287606658e-05 -0.0252449953892238 5.89549857342087e-06 -0.00337049006460152 60 0
4.42163034242484e-05 -0.0252787115398035 5.89943414384741e-06 -0.00337274005133221 60 0
4.42753174435358e-05 -0.0253124501902504 5.90336971426808e-06 -0.00337499003805405 60 0
4.43343708185278e-05 -0.0253462113405645 5.90730528468289e-06 -0.00337724002476703 60 0
4.43934635492244e-05 -0.0253799949907457 5.91124085509186e-06 -0.00337949001147116 60 0
4.44525956356256e-05 -0.0254138011407939 5.91517642549499e-06 -0.00338173999816643 60 0
4.45117670777313e-05 -0.025447629790709 5.9191119958923e-06 -0.00338398998485285 60 0
4.45709778755414e-05 -0.0254814809404909 5.92304756628381e-06 -0.00338623997153041 60 0
4.4630228029056e-05 -0.0255153545901396 5.92698313666953e-06 -0.00338848995819912 60 0
4.46895175382748e-05 -0.0255492507396549 5.93091870704947e-06 -0.00339073994485898 60 0
4.47488464031979e-05 -0.0255831693890367 5.93485427742364e-06 -0.00339298993150997 60 0
4.48082146238253e-05 -0.0256171105382851 5.93878984779205e-06 -0.00339523991815212 60 0
4.48676222001568e-05 -0.0256510741873997 5.94272541815473e-06 -0.0033974899047854 60 0
4.49270691321923e-05 -0.0256850603363807 5.94666098851169e-06 -0.00339973989140983 60 0
4.4986555419932e-05 -0.0257190689852279 5.95059655886293e-06 -0.00340198987802541 60 0
4.50460810633756e-05 -0.0257531001339412 5.95453212920847e-06 -0.00340423986463213 60 0
4.51056460625231e-05 -0.0257871537825205 5.95846769954832e-06 -0.00340648985123 60 0
4.51652504173745e-05 -0.0258212299309658 5.9624032698825e-06 -0.00340873983781901 60 0
4.52248941279297e-05 -0.0258553285792769 5.96633884021103e-06 -0.00341098982439917 60 0
4.52845771941886e-05 -0.0258894497274537 5.9702744105339e-06 -0.00341323981097047 60 0
4.53442996161513e-05 -0.0259235933754963 5.97420998085115e-06 -0.00341548979753292 60 0
4.54040613938176e-05 -0.0259577595234044 5.97814555116277e-06 -0.00341773978408651 60 0
4.54638625271874e-05 -0.025991948171178 5.98208112146879e-06 -0.00341998977063125 60 0
4.55237030162608e-05 -0.0260261593188169 5.98601669176922e-06 -0.00342223975716713 60 0
4.55835828610376e-05 -0.0260603929663213 5.98995226206407e-06 -0.00342448974369416 60 0
4.56435020615179e-05 -0.0260946491136908 5.99388783235335e-06 -0.00342673973021233 60 0
4.57034606177015e-05 -0.0261289277609255 5.99782340263708e-06 -0.00342898971672165 60 0
4.57634585295883e-05 -0.0261632289080252 6.00175897291527e-06 -0.00343123970322211 60 0
4.58234957971784e-05 -0.0261975525549899 6.00569454318793e-06 -0.00343348968971371 60 0
4.58835724204717e-05 -0.0262318987018194 6.00963011345508e-06 -0.00343573967619647 60 0
4.59436883994681e-05 -0.0262662673485138 6.01356568371673e-06 -0.00343798966267036 60 0
4.60038437341675e-05 -0.0263006584950728 6.0175012539729e-06 -0.0034402396491354 60 0
4.606403842457e-05 -0.0263350721414965 6.02143682422359e-06 -0.00344248963559159 60 0
4.61242724706754e-05 -0.0263695082877846 6.02537239446882e-06 -0.00344473962203892 60 0
4.61845458724836e-05 -0.0264039669339372 6.02930796470861e-06 -0.0034469896084774 60 0
4.62448586299947e-05 -0.0264384480799541 6.03324353494296e-06 -0.00344923959490702 60 0
4.63052107432086e-05 -0.0264729517258353 6.0371791051719e-06 -0.00345148958132778 60 0
4.63656022121251e-05 -0.0265074778715807 6.04111467539543e-06 -0.00345373956773969 60 0
4.64260330367444e-05 -0.0265420265171901 6.04505024561356e-06 -0.00345598955414275 60 0
4.64865032170662e-05 -0.0265765976626635 6.04898581582632e-06 -0.00345823954053695 60 0
4.65470127530905e-05 -0.0266111913080008 6.05292138603371e-06 -0.0034604895269223 60 0
4.66075616448174e-05 -0.0266458074532019 6.05685695623575e-06 -0.00346273951329879 60 0
4.66681498922466e-05 -0.0266804460982667 6.06079252643245e-06 -0.00346498949966642 60 0
4.67287774953782e-05 -0.0267151072431952 6.06472809662382e-06 -0.0034672394860252 60 0
4.67894444542122e-05 -0.0267497908879872 6.06866366680988e-06 -0.00346948947237513 60 0
4.68501507687483e-05 -0.0267844970326427 6.07259923699064e-06 -0.0034717394587162 60 0
4.69108964389867e-05 -0.0268192256771615 6.07653480716611e-06 -0.00347398944504841 60 0
4.69716814649272e-05 -0.0268539768215436 6.08047037733631e-06 -0.00347623943137177 60 0
4.70325058465697e-05 -0.0268887504657889 6.08440594750125e-06 -0.00347848941768628 60 0
4.70933695839143e-05 -0.0269235466098973 6.08834151766095e-06 -0.00348073940399193 60 0
4.71542726769608e-05 -0.0269583652538687 6.09227708781541e-06 -0.00348298939028872 60 0
4.72152151257093e-05 -0.0269932063977031 6.09621265796465e-06 -0.00348523937657666 60 0
4.72761969301596e-05 -0.0270280700414002 6.10014822810869e-06 -0.00348748936285575 60 0
4.73372180903116e-05 -0.0270629561849601 6.10408379824753e-06 -0.00348973934912598 60 0
4.73982786061654e-05 -0.0270978648283827 6.1080193683812e-06 -0.00349198933538735 60 0
4.74593784777209e-05 -0.0271327959716679 6.11195493850969e-06 -0.00349423932163987 60 0
4.7520517704978e-05 -0.0271677496148155 6.11589050863304e-06 -0.00349648930788354 60 0
4.75816962879366e-05 -0.0272027257578255 6.11982607875124e-06 -0.00349873929411835 60 0
4.76429142265967e-05 -0.0272377244006978 6.12376164886432e-06 -0.0035009892803443 60 0
4.77041715209583e-05 -0.0272727455434324 6.12769721897229e-06 -0.0035032392665614 60 0
4.77654681710212e-05 -0.027307789186029 6.13163278907516e-06 -0.00350548925276964 60 0
4.78268041767855e-05 -0.0273428553284877 6.13556835917294e-06 -0.00350773923896903 60 0
4.7888179538251e-05 -0.0273779439708084 6.13950392926565e-06 -0.00350998922515957 60 0
4.79495942554178e-05 -0.0274130551129909 6.14343949935329e-06 -0.00351223921134125 60 0
4.80110483282856e-05 -0.0274481887550352 6.14737506943589e-06 -0.00351448919751407 60 0
4.80725417568546e-05 -0.0274833448969411 6.15131063951346e-06 -0.00351673918367804 60 0
4.81340745411246e-05 -0.0275185235387087 6.15524620958601e-06 -0.00351898916983315 60 0
4.81956466810956e-05 -0.0275537246803378 6.15918177965356e-06 -0.00352123915597941 60 0
4.82572581767675e-05 -0.0275889483218282 6.16311734971611e-06 -0.00352348914211682 60 0
4.83189090281403e-05 -0.0276241944631801 6.16705291977368e-06 -0.00352573912824536 60 0
4.83805992352139e-05 -0.0276594631043931 6.17098848982628e-06 -0.00352798911436506 60 0
4.84423287979882e-05 -0.0276947542454673 6.17492405987393e-06 -0.0035302391004759 60 0
4.85040977164632e-05 -0.0277300678864026 6.17885962991664e-06 -0.00353248908657788 60 0
4.85659059906388e-05 -0.0277654040271989 6.18279519995443e-06 -0.00353473907267101 60 0
4.8627753620515e-05 -0.027800762667856 6.1867307699873e-06 -0.00353698905875528 60 0
4.86896406060918e-05 -0.0278361438083739 6.19066634001527e-06 -0.0035392390448307 60 0
4.87515669473689e-05 -0.0278715474487526 6.19460191003836e-06 -0.00354148903089726 60 0
4.88135326443465e-05 -0.0279069735889918 6.19853748005657e-06 -0.00354373901695497 60 0
4.88755376970244e-05 -0.0279424222290916 6.20247305006992e-06 -0.00354598900300382 60 0
4.89375821054026e-05 -0.0279778933690519 6.20640862007843e-06 -0.00354823898904382 60 0
4.8999665869481e-05 -0.0280133870088725 6.2103441900821e-06 -0.00355048897507496 60 0
4.90617889892596e-05 -0.0280489031485534 6.21427976008095e-06 -0.00355273896109725 60 0
4.91239514647383e-05 -0.0280844417880944 6.218215330075e-06 -0.00355498894711068 60 0
4.91861532959171e-05 -0.0281200029274955 6.22215090006426e-06 -0.00355723893311526 60 0
4.92483944827958e-05 -0.0281555865667567 6.22608647004873e-06 -0.00355948891911098 60 0
4.93106750253745e-05 -0.0281911927058777 6.23002204002844e-06 -0.00356173890509785 60 0
4.9372994923653e-05 -0.0282268213448586 6.23395761000339e-06 -0.00356398889107586 60 0
4.94353541776314e-05 -0.0282624724836992 6.23789317997361e-06 -0.00356623887704502 60 0
4.94977527873095e-05 -0.0282981461223995 6.2418287499391e-06 -0.00356848886300532 60 0
4.95601907526874e-05 -0.0283338422609593 6.24576431989987e-06 -0.00357073884895677 60 0
4.96226680737649e-05 -0.0283695608993786 6.24969988985595e-06 -0.00357298883489936 60 0
4.96851847505419e-05 -0.0284053020376573 6.25363545980734e-06 -0.0035752388208331 60 0
4.97477407830185e-05 -0.0284410656757952 6.25757102975405e-06 -0.00357748880675798 60 0
4.98103361711946e-05 -0.0284768518137924 6.26150659969611e-06 -0.00357973879267401 60 0
4.98729709150701e-05 -0.0285126604516487 6.26544216963352e-06 -0.00358198877858118 60 0
4.9935645014645e-05 -0.028548491589364 6.2693777395663e-06 -0.0035842387644795 60 0
4.99983584699191e-05 -0.0285843452269382 6.27331330949445e-06 -0.00358648875036896 60 0
5.00611112808925e-05 -0.0286202213643713 6.277248879418e-06 -0.00358873873624957 60 0
5.01239034475651e-05 -0.0286561200016632 6.28118444933696e-06 -0.00359098872212132 60 0
5.01867349699368e-05 -0.0286920411388137 6.28512001925134e-06 -0.00359323870798421 60 0
5.02496058480076e-05 -0.0287279847758228 6.28905558916115e-06 -0.00359548869383826 60 0
5.03125160817774e-05 -0.0287639509126905 6.29299115906641e-06 -0.00359773867968344 60 0
5.03754656712461e-05 -0.0287999395494165 6.29692672896713e-06 -0.00359998866551977 60 0
5.04384546164137e-05 -0.0288359506860008 6.30086229886332e-06 -0.00360223865134725 60 0
5.05014829172802e-05 -0.0288719843224434 6.30479786875499e-06 -0.00360448863716587 60 0
5.05645505738455e-05 -0.0289080404587441 6.30873343864217e-06 -0.00360673862297564 60 0
5.06276575861095e-05 -0.0289441190949029 6.31266900852486e-06 -0.00360898860877655 60 0
5.06908039540721e-05 -0.0289802202309196 6.31660457840308e-06 -0.0036112385945686 60 0
5.07539896777334e-05 -0.0290163438667942 6.32054014827684e-06 -0.00361348858035181 60 0
5.08172147570932e-05 -0.0290524900025266 6.32447571814615e-06 -0.00361573856612615 60 0
5.08804791921514e-05 -0.0290886586381167 6.32841128801103e-06 -0.00361798855189164 60 0
5.09437829829082e-05 -0.0291248497735644 6.33234685787149e-06 -0.00362023853764828 60 0
5.10071261293633e-05 -0.0291610634088697 6.33628242772754e-06 -0.00362248852339606 60 0
5.10705086315167e-05 -0.0291972995440323 6.3402179975792e-06 -0.00362473850913498 60 0
5.11339304893683e-05 -0.0292335581790523 6.34415356742648e-06 -0.00362698849486505 60 0
5.11973917029182e-05 -0.0292698393139296 6.34808913726939e-06 -0.00362923848058627 60 0
5.12608922721662e-05 -0.029306142948664 6.35202470710795e-06 -0.00363148846629863 60 0
5.13244321971123e-05 -0.0293424690832555 6.35596027694216e-06 -0.00363373845200213 60 0
5.13880114777565e-05 -0.029378817717704 6.35989584677206e-06 -0.00363598843769678 60 0
5.14516301140986e-05 -0.0294151888520094 6.36383141659764e-06 -0.00363823842338258 60 0
5.15152881061386e-05 -0.0294515824861716 6.36776698641891e-06 -0.00364048840905952 60 0
5.15789854538765e-05 -0.0294879986201906 6.37170255623591e-06 -0.0036427383947276 60 0
5.16427221573121e-05 -0.0295244372540662 6.37563812604862e-06 -0.00364498838038683 60 0
5.17064982164456e-05 -0.0295608983877983 6.37957369585708e-06 -0.00364723836603721 60 0
5.17703136312766e-05 -0.0295973820213869 6.38350926566129e-06 -0.00364948835167873 60 0
5.18341684018054e-05 -0.0296338881548318 6.38744483546127e-06 -0.00365173833731139 60 0
5.18980625280317e-05 -0.0296704167881331 6.39138040525703e-06 -0.0036539883229352 60 0
5.19619960099554e-05 -0.0297069679212905 6.39531597504858e-06 -0.00365623830855016 60 0
5.20259688475767e-05 -0.029743541554304 6.39925154483594e-06 -0.00365848829415626 60 0
5.20899810408953e-05 -0.0297801376871736 6.40318711461912e-06 -0.0036607382797535 60 0
5.21540325899113e-05 -0.0298167563198991 6.40712268439813e-06 -0.00366298826534189 60 0
5.22181234946245e-05 -0.0298533974524804 6.41105825417299e-06 -0.00366523825092142 60 0
5.2282253755035e-05 -0.0298900610849175 6.4149938239437e-06 -0.0036674882364921 60 0
5.23464233711426e-05 -0.0299267472172102 6.4189293937103e-06 -0.00366973822205393 60 0
5.24106323429474e-05 -0.0299634558493585 6.42286496347277e-06 -0.0036719882076069 60 0
5.24748806704491e-05 -0.0300001869813623 6.42680053323115e-06 -0.00367423819315101 60 0
5.25391683536479e-05 -0.0300369406132215 6.43073610298544e-06 -0.00367648817868627 60 0
5.26034953925436e-05 -0.030073716744936 6.43467167273566e-06 -0.00367873816421267 60 0
5.26678617871362e-05 -0.0301105153765057 6.43860724248182e-06 -0.00368098814973022 60 0
5.27322675374255e-05 -0.0301473365079306 6.44254281222392e-06 -0.00368323813523891 60 0
5.27967126434117e-05 -0.0301841801392105 6.446478381962e-06 -0.00368548812073875 60 0
5.28611971050945e-05 -0.0302210462703454 6.45041395169606e-06 -0.00368773810622974 60 0
5.2925720922474e-05 -0.0302579349013351 6.45434952142611e-06 -0.00368998809171187 60 0
5.29902840955501e-05 -0.0302948460321796 6.45828509115216e-06 -0.00369223807718514 60 0
5.30548866243227e-05 -0.0303317796628787 6.46222066087424e-06 -0.00369448806264956 60 0
5.31195285087917e-05 -0.0303687357934325 6.46615623059235e-06 -0.00369673804810512 60 0
5.31842097489572e-05 -0.0304057144238408 6.4700918003065e-06 -0.00369898803355183 60 0
5.3248930344819e-05 -0.0304427155541035 6.47402737001672e-06 -0.00370123801898968 60 0
5.33136902963772e-05 -0.0304797391842206 6.47796293972301e-06 -0.00370348800441868 60 0
5.33784896036315e-05 -0.0305167853141919 6.48189850942538e-06 -0.00370573798983882 60 0
5.34433282665821e-05 -0.0305538539440173 6.48583407912386e-06 -0.00370798797525011 60 0
5.35082062852287e-05 -0.0305909450736968 6.48976964881845e-06 -0.00371023796065254 60 0
5.35731236595714e-05 -0.0306280587032303 6.49370521850916e-06 -0.00371248794604612 60 0
5.36380803896101e-05 -0.0306651948326177 6.49764078819601e-06 -0.00371473793143084 60 0
5.37030764753448e-05 -0.0307023534618589 6.50157635787902e-06 -0.00371698791680671 60 0
5.37681119167754e-05 -0.0307395345909538 6.5055119275582e-06 -0.00371923790217372 60 0
5.38331867139018e-05 -0.0307767382199024 6.50944749723355e-06 -0.00372148788753188 60 0
5.3898300866724e-05 -0.0308139643487044 6.51338306690509e-06 -0.00372373787288118 60 0
5.39634543752419e-05 -0.03085121297736 6.51731863657285e-06 -0.00372598785822163 60 0
5.40286472394554e-05 -0.0308884841058688 6.52125420623682e-06 -0.00372823784355322 60 0
5.40938794593646e-05 -0.030925777734231 6.52518977589702e-06 -0.00373048782887596 60 0
5.41591510349694e-05 -0.0309630938624463 6.52912534555347e-06 -0.00373273781418984 60 0
5.42244619662698e-05 -0.0310004324905148 6.53306091520619e-06 -0.00373498779949487 60 0
5.42898122532658e-05 -0.0310377936184362 6.53699648485517e-06 -0.00373723778479104 60 0
5.43552018959574e-05 -0.0310751772462105 6.54093205450044e-06 -0.00373948777007835 60 0
5.44206308943446e-05 -0.0311125833738377 6.54486762414201e-06 -0.00374173775535682 60 0
5.44860992484272e-05 -0.0311500120013177 6.5488031937799e-06 -0.00374398774062642 60 0
5.45516069582054e-05 -0.0311874631286502 6.5527387634141e-06 -0.00374623772588717 60 0
5.46171540236791e-05 -0.0312249367558354 6.55667433304465e-06 -0.00374848771113907 60 0
5.46827404448483e-05 -0.031262432882873 6.56060990267156e-06 -0.00375073769638211 60 0
5.47483662217129e-05 -0.031299951509763 6.56454547229482e-06 -0.0037529876816163 60 0
5.4814031354273e-05 -0.0313374926365053 6.56848104191447e-06 -0.00375523766684163 60 0
5.48797358425285e-05 -0.0313750562630998 6.57241661153051e-06 -0.00375748765205811 60 0
5.49454796864794e-05 -0.0314126423895464 6.57635218114296e-06 -0.00375973763726573 60 0
5.50112628861257e-05 -0.0314502510158451 6.58028775075183e-06 -0.00376198762246449 60 0
5.50770854414674e-05 -0.0314878821419957 6.58422332035713e-06 -0.0037642376076544 60 0
5.51429473525044e-05 -0.0315255357679981 6.58815888995888e-06 -0.00376648759283546 60 0
5.52088486192368e-05 -0.0315632118938524 6.59209445955708e-06 -0.00376873757800766 60 0
